"","X","admin2codes","month.dep","interview.month","fmp.name","fmp.latitude","fmp.longitude","direction","dep.country","dep.adm1","dep.adm1.pcode","dep.adm2","dep.adm2.pcode","dep.iscamp","dep.camp","dest.country","dest.adm1","dest.adm1.pcode","dest.adm2","dest.adm2.pcode","dest.iscamp","dest.camp","dest.habres","lmt.migration","time.atdep","time.atdest","registered.refugees","return.relocation","forced.displacement","reason","reason.subtype","transport","groups","total.ind","female.04","female.517","female.1859","female.60","male.04","male.517","male.1859","male.60","nationality.first","nationality.second","nationality.third","nationality.first.ind","nationality.second.ind","nationality.third.ind","nationality.ssd.ind","dep.lon","dep.lat","distance_travelled","dep.date","dep.month","rain.dep.month","rain.month.before","rain.two.months.before","rain.sum.2.months","rain.sum.3.months","temp.dep.month","temp.month.before","temp.two.months.before","temp.sum.2.months","temp.sum.3.months","population2021","mig.per.1000000","rel.rain.dep.month","rel.rain.month.before","rel.rain.two.months.before","rel.rain.sum.2.months","rel.rain.sum.3.months","rel.temp.dep.month","rel.temp.month.before","rel.temp.two.months.before","rel.temp.sum.2.months","rel.temp.sum.3.months","conflict_deaths"
"37",37,"SS0103","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.9400000001118,10.1600000000406,27.9400000001118,38.1000000001524,42.2333333333333,41.8666666666667,39.2333333333333,42.05,41.1111111111111,110938,0,-133.847577272727,-112.062718181706,-101.212345454504,-213.275063636211,-314.487409090715,12.0742219047619,11.9496438095238,8.29321333333333,12.0119328571429,10.7723596825397,94
"38",38,"SS0103","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2000000003048,2.54000000001016,27.9400000001118,78.740000000315,106.680000000427,35.1,42.2333333333333,41.7,38.6666666666667,39.6777777777778,110938,0,-44.9709299996952,-131.307577272717,-112.062718181706,-243.370295454423,-355.433013636129,3.8117185714286,12.0742219047619,11.7829771428571,7.94297023809527,9.22297253968255,94
"39",39,"SS0103","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76.2000000003048,2.54000000001016,76.2000000003048,78.740000000315,28.5333333333333,35.1,42.2333333333333,31.8166666666667,35.2888888888889,110938,0,-119.859008454545,-44.9709299996952,-131.307577272717,-176.278507272412,-307.586084545129,-3.27932809523806,3.8117185714286,12.0742219047619,0.266195238095269,4.20220412698416,94
"40",40,"SS0103","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0200000001321,0,35.5600000001422,33.0200000001321,68.5800000002743,22.6666666666667,28,35.3,25.3333333333333,28.6555555555556,110938,0,3.25353254595028,-119.859008454545,-85.6109299998578,-205.469938454403,-291.080868454261,-10.5497576190476,-3.8126614285714,4.0117185714286,-7.18120952380951,-3.45023349206348,94
"41",41,"SS0103","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,33.0200000001321,0,58.4200000002337,58.4200000002337,18.0666666666667,22.6666666666667,28,20.3666666666667,22.9111111111111,110938,0,17.0445291065561,3.25353254595028,-119.859008454545,-116.605475908595,-236.46448436314,-15.8358147619047,-10.5497576190476,-3.8126614285714,-13.1927861904762,-10.0660779365079,94
"42",42,"SS0103","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.4000000001016,33.0200000001321,25.4000000001016,58.4200000002337,19.3,17.8666666666667,22.5,18.5833333333333,19.8888888888889,110938,0,-1.13282525845455,17.0445291065561,3.25353254595028,20.2980616525064,23.5515941984567,-17.3578271428571,-16.0358147619047,-10.7164242857143,-16.6968209523809,-14.7033553968254,94
"43",43,"SS0104","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.4000000001016,0,25.4000000001016,25.4000000001016,20.1,21.1,27.2666666666667,20.6,22.8222222222222,113186,0,-18.5366564478182,-24.7011730998984,-150.838709454545,-175.539882554443,-326.378592008988,-11.5820271428571,-10.6119814285714,-2.61121333333334,-11.0970042857142,-8.26840730158728,84
"44",44,"SS0104","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Morobo","SS0104",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Elegu CP I",0,0,"5+ Years","Unknown",0.75,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",4,39,4,13,5,1,0,13,3,0,"SSD","None","None",39,0,0,39,NA,NA,138841.279835728,18275.2644840021,"2020-01-01",0,0,25.4000000001016,0,25.4000000001016,16.8,19.7333333333333,21.0333333333333,18.2666666666667,19.1888888888889,113186,344.565582315834,-2.27712609918182,-18.5366564478182,-24.7011730998984,-43.2378295477166,-67.939002647615,-16.4857157142857,-11.9486938095238,-10.6786480952381,-14.2172047619047,-13.0376858730158,84
"45",45,"SS0104","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Morobo","SS0104",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0.25,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",6,70,4,21,12,5,5,15,6,2,"SSD","None","None",70,0,0,70,NA,NA,138841.279835728,18306.6115872016,"2020-02-01",0,0,0,0,0,22.2,17.1666666666667,19.4,19.6833333333333,19.5888888888889,113186,618.451045182266,-16.8343107914545,-2.27712609918182,-18.5366564478182,-20.813782547,-39.3504389948182,-11.8230414285714,-16.119049047619,-12.2820271428571,-13.9710452380952,-13.4080392063492,84
"46",46,"SS0104","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Morobo","SS0104",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Nyumanzi",0,0.333333333333333,"4-6 Months","Indefinite",0.666666666666667,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",3,26,0,6,6,0,2,9,3,0,"SSD","None","None",26,0,0,26,NA,NA,138841.279835728,18335.6115872016,"2020-03-01",86.3600000003454,0,0,86.3600000003454,86.3600000003454,24.0333333333333,22.0666666666667,16.8,23.05,20.9666666666667,113186,229.710388210556,41.1224650284363,-16.8343107914545,-2.27712609918182,-19.1114368906363,-21.3885629898181,-9.79616095238096,-11.9563747619047,-16.4857157142857,-10.8762678571428,-12.7460838095238,84
"47",47,"SS0104","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.860000000599,86.3600000003454,0,236.220000000945,236.220000000945,27.2333333333333,24.0666666666667,22.2,25.65,24.5,113186,0,43.3614692578725,41.1224650284363,-16.8343107914545,24.2881542369818,7.45384344552734,-5.35422523809527,-9.76282761904763,-11.8230414285714,-7.55852642857145,-8.98003142857143,84
"48",48,"SS0104","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9000000003556,149.860000000599,86.3600000003454,238.760000000955,325.1200000013,32.8666666666667,27.2333333333333,24.0666666666667,30.05,28.0555555555556,113186,0,-23.7642234305534,43.3614692578725,41.1224650284363,84.4839342863088,125.606399314745,1.86436238095237,-5.35422523809527,-9.76282761904763,-1.74493142857145,-4.41756349206351,84
"49",49,"SS0104","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,106.680000000427,149.860000000599,114.300000000457,264.160000001057,38.9666666666667,33.1666666666667,27.3,36.0666666666667,33.1444444444444,113186,0,-107.654193636334,-5.98422343048229,43.3614692578725,37.3772458273902,80.7387150852626,9.49431666666667,2.16436238095237,-5.2875585714286,5.82933952380952,2.12370682539681,84
"50",50,"SS0104","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4800000001219,7.62000000003048,106.680000000427,38.1000000001524,144.780000000579,42.0666666666667,38.9666666666667,33.1666666666667,40.5166666666667,38.0666666666667,113186,0,-116.610906363514,-107.654193636334,-5.98422343048229,-113.638417066816,-119.622640497298,13.0897095238096,9.49431666666667,2.16436238095237,11.2920130952381,8.24946285714287,84
"51",51,"SS0104","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.9400000001118,10.1600000000406,27.9400000001118,38.1000000001524,42.2333333333333,41.8666666666667,39.2333333333333,42.05,41.1111111111111,113186,0,-151.199420909091,-119.150906363524,-105.114193636323,-224.265099999848,-329.379293636171,13.6434719047619,12.8897095238096,9.76098333333334,13.2665907142858,12.0980549206349,84
"52",52,"SS0104","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2000000003048,2.54000000001016,27.9400000001118,78.740000000315,106.680000000427,35.1,42.2333333333333,41.7,38.6666666666667,39.6777777777778,113186,0,-72.3718463633312,-148.659420909081,-119.150906363524,-267.810327272605,-386.961233636129,5.5493085714286,13.6434719047619,12.7230428571429,9.59639023809527,10.6386077777778,84
"53",53,"SS0104","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76.2000000003048,2.54000000001016,76.2000000003048,78.740000000315,28.5333333333333,35.1,42.2333333333333,31.8166666666667,35.2888888888889,113186,0,-150.838709454545,-72.3718463633312,-148.659420909081,-221.031267272412,-369.690688181493,-1.34454666666667,5.5493085714286,13.6434719047619,2.10238095238097,5.94941126984129,84
"54",54,"SS0104","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,0,35.5600000001422,25.4000000001016,60.9600000002438,22.6666666666667,28,35.3,25.3333333333333,28.6555555555556,113186,0,-24.7011730998984,-150.838709454545,-113.011846363494,-263.850555818039,-376.862402181533,-9.04531476190473,-1.87788,5.7493085714286,-5.46159738095237,-1.72462873015871,84
"55",55,"SS0104","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,25.4000000001016,0,50.8000000002032,50.8000000002032,18.0666666666667,22.6666666666667,28,20.3666666666667,22.9111111111111,113186,0,6.8633435522834,-24.7011730998984,-150.838709454545,-175.539882554443,-326.378592008988,-13.6153604761904,-9.04531476190473,-1.87788,-11.3303376190476,-8.17951841269839,84
"56",56,"SS0104","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.4000000001016,25.4000000001016,25.4000000001016,50.8000000002032,19.3,17.8666666666667,22.5,18.5833333333333,19.8888888888889,113186,0,-2.27712609918182,6.8633435522834,-24.7011730998984,-17.837829547615,-42.5390026475134,-13.9857157142857,-13.8153604761904,-9.2119814285714,-13.9005380952381,-12.3376858730158,84
"57",57,"SS0105","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55.8800000002235,15.240000000061,55.8800000002235,71.1200000002845,20.8,21.8,28.4333333333333,21.3,23.6777777777778,252095,0,-4.26823571463636,33.3029249021326,-66.4461301817572,-33.1432052796246,-99.5893354613819,-16.0752128571429,-13.7564671428571,-5.34137095238097,-14.91584,-11.7243503174603,40
"58",58,"SS0105","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Terekeka","SS0105",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0.333333333333333,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",3,29,4,11,6,3,1,3,0,1,"SSD","None","None",29,0,0,29,NA,NA,247226.533535548,18274.5277346646,"2020-01-01",10.1600000000406,0,55.8800000002235,10.1600000000406,66.0400000002642,17.9,20.4333333333333,21.7,19.1666666666667,20.0111111111111,252095,115.035998333961,9.008544735677,-4.26823571463636,33.3029249021326,29.0346891874963,62.3376140896289,-19.5438171428571,-16.4418795238096,-13.8564671428571,-17.9928483333333,-16.6140546031746,40
"59",59,"SS0105","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Terekeka","SS0105",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",4,46,0,13,7,7,3,11,3,2,"SSD","None","None",46,0,0,46,NA,NA,247226.533535548,18305.5277346646,"2020-02-01",0,10.1600000000406,0,10.1600000000406,10.1600000000406,22.7666666666667,18.2,20.1333333333333,20.4833333333333,20.3666666666667,252095,182.470893909042,-8.08084801218182,9.008544735677,-4.26823571463636,4.74030902104064,0.47207330640428,-16.6192719047619,-19.2438171428571,-16.7418795238096,-17.9315445238095,-17.5349895238095,40
"60",60,"SS0105","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9000000003556,0,10.1600000000406,88.9000000003556,99.0600000003962,24.3333333333333,22.6,17.9,23.4666666666667,21.6111111111111,252095,0,70.6685951012647,-8.08084801218182,9.008544735677,0.927696723495179,9.93624145917218,-14.6327866666667,-16.7859385714286,-19.5438171428571,-15.7093626190476,-16.9875141269841,40
"61",61,"SS0105","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,88.9000000003556,0,114.300000000457,114.300000000457,28.5,24.2333333333333,22.7666666666667,26.3666666666667,25.1666666666667,252095,0,-43.9948946908075,70.6685951012647,-8.08084801218182,62.5877470890829,54.506899076901,-9.9743085714286,-14.7327866666667,-16.6192719047619,-12.3535476190476,-13.7754557142857,40
"62",62,"SS0105","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.680000000427,25.4000000001016,88.9000000003556,132.080000000528,220.980000000884,34.9333333333333,28.5,24.2333333333333,31.7166666666667,29.2222222222222,252095,0,6.64155231406272,-43.9948946908075,70.6685951012647,26.6737004104572,97.3422955117219,0.953096190476231,-9.9743085714286,-14.7327866666667,-4.51060619047619,-7.91799968253968,40
"63",63,"SS0105","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106.680000000427,25.4000000001016,106.680000000427,132.080000000528,40.4,35.1666666666667,28.4333333333333,37.7833333333333,34.6666666666667,252095,0,-92.2594318181818,6.64155231406272,-43.9948946908075,-37.3533423767448,-81.3482370675523,8.2619414285714,1.18642952380957,-10.0409752380953,4.72418547619048,-0.197534761904768,40
"64",64,"SS0105","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,106.680000000427,0,106.680000000427,42.7333333333333,40.4,35.1666666666667,41.5666666666667,39.4333333333333,252095,0,-120.694216363636,-92.2594318181818,6.64155231406272,-85.6178795041191,-78.9763271900564,11.5269519047619,8.2619414285714,1.18642952380957,9.89444666666667,6.9917742857143,40
"65",65,"SS0105","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43.1,42.4666666666667,40.6333333333333,42.7833333333333,42.0666666666667,252095,0,-121.962985454545,-120.694216363636,-92.2594318181818,-212.953648181818,-305.21308,11.9136628571429,11.2602852380953,8.49527476190473,11.5869740476191,10.5564076190476,40
"66",66,"SS0105","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.200000002337,2.54000000001016,0,586.740000002347,586.740000002347,35.3333333333333,43.3,42.1666666666667,39.3166666666667,40.2666666666667,252095,0,479.590226365973,-119.422985454535,-120.694216363636,-240.117201818171,-360.811418181807,2.71193476190474,12.1136628571429,10.9602852380953,7.41279880952382,8.5952942857143,40
"67",67,"SS0105","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,584.200000002337,2.54000000001016,591.820000002367,594.360000002377,28.5333333333333,35.3333333333333,43.3,31.9333333333333,35.7222222222222,252095,0,-74.0661301817877,479.590226365973,-119.422985454535,360.167240911438,240.744255456903,-5.24137095238097,2.71193476190474,12.1136628571429,-1.26471809523811,3.19474222222222,40
"68",68,"SS0105","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7000000000508,7.62000000003048,563.880000002255,20.3200000000813,584.200000002337,23.5666666666667,28.0666666666667,35.5,25.8166666666667,29.0444444444444,252095,0,-9.8770750980401,-74.0661301817877,459.270226365891,385.204096184104,844.474322549995,-11.9898004761904,-5.70803761904763,2.8786014285714,-8.84891904761903,-4.93974555555556,40
"69",69,"SS0105","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.240000000061,12.7000000000508,7.62000000003048,27.9400000001118,35.5600000001422,19.4333333333333,23.5666666666667,28.0666666666667,21.5,23.6888888888889,252095,0,10.9717642854246,-9.8770750980401,-74.0661301817877,-83.9432052798278,-158.009335461616,-17.4418795238096,-11.9898004761904,-5.70803761904763,-14.71584,-11.7132392063492,40
"70",70,"SS0105","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.240000000061,12.7000000000508,15.240000000061,27.9400000001118,20,19.1333333333333,23.5,19.5666666666667,20.8777777777778,252095,0,-1.15145526436364,10.9717642854246,-9.8770750980401,1.0946891873845,-8.7823859106556,-17.4438171428571,-17.7418795238096,-12.0564671428571,-17.5928483333333,-15.7473879365079,40
"71",71,"SS0106","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.4000000001016,0,25.4000000001016,25.4000000001016,20.1,21.1,27.2666666666667,20.6,22.8222222222222,294818,0,-8.90046028736364,-5.908976095262,-126.088317636364,-131.997293731626,-258.08561136799,-13.0577757142857,-11.7661842857143,-3.96072904761903,-12.41198,-9.59489634920634,139
"72",72,"SS0106","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Yei","SS0106",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0.25,"5+ Years","Unknown",0.25,0,1,"Conflict Displacement","Interrupted Livelihoods","Taxi Or Car",4,45,5,11,11,1,5,9,3,0,"SSD","None","None",45,0,0,32,NA,NA,137986.202731949,18275.6201379727,"2020-01-01",0,0,25.4000000001016,0,25.4000000001016,16.8,19.7333333333333,21.0333333333333,18.2666666666667,19.1888888888889,294818,152.636541866507,-1.31760644345455,-8.90046028736364,-5.908976095262,-14.8094363826256,-20.7184124778876,-17.7917714285714,-13.4244423809524,-11.832850952381,-15.6081069047619,-14.3496882539682,139
"73",73,"SS0106","2020-02-01","2020-02-01","Rasolo",3.738,29.869,"Internal","SSD","Central Equatoria","SS01","Yei","SS0106",0.5,NA,"SSD","Central Equatoria","SS01","Maridi","SS0102",0,NA,0.5,0,"1-7 Days","Unknown",0.5,0,1,"Conflict Displacement","Interrupted Livelihoods","Motorbike",2,5,0,0,0,0,0,3,2,0,"SSD","None","None",5,0,0,5,NA,NA,93036.8248549178,18306.1392635029,"2020-02-01",0,0,0,0,0,22.2,17.1666666666667,19.4,19.6833333333333,19.5888888888889,294818,16.9596157629453,-11.7379171750909,-1.31760644345455,-8.90046028736364,-10.2180667308182,-19.1185270181818,-13.1417728571429,-17.4251047619047,-13.7577757142857,-15.2834388095238,-14.7748844444444,139
"74",74,"SS0106","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Yei","SS0106",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",1,14,0,3,4,0,0,6,1,0,"SSD","None","None",14,0,0,14,NA,NA,206053.434119592,18334.9394656588,"2020-03-01",86.3600000003454,0,0,86.3600000003454,86.3600000003454,24.0333333333333,22.0666666666667,16.8,23.05,20.9666666666667,294818,47.4869241362468,51.0685772097999,-11.7379171750909,-1.31760644345455,-13.0555236185455,-14.373130062,-11.1628695238096,-13.2751061904762,-17.7917714285714,-12.2189878571429,-14.0765823809524,139
